path,len
Paul_Wilson/2,48
Paul_Wilson/4,125
Paul_Wilson/5,93
Paula_Dobriansky/2,117
Paula_Dobriansky/3,77
Paula_Prentiss/0,61
Paula_Prentiss/2,53
Paula_Radcliffe/2,183
Paula_Radcliffe/3,61
Paula_Zahn/0,265
Paula_Zahn/4,797
Paulie_Ayala/2,53
Pedro_Duque/1,109
Pedro_Duque/3,69
Pedro_Duque/4,465
Pedro_Malan/0,350
Pedro_Malan/5,231
Pedro_Solbes/0,261
Pedro_Solbes/1,595
Pedro_Solbes/2,49
Pedro_Solbes/3,128
Penelope_Ann_Miller/0,115
Penelope_Ann_Miller/2,56
Penelope_Ann_Miller/5,873
Penelope_Cruz/2,85
Penelope_Cruz/4,165
Pervez_Musharraf/1,100
Pervez_Musharraf/4,85
Pete_Carroll/1,197
Pete_Carroll/3,57
Peter_Arnett/0,373
Peter_Arnett/1,133
Peter_Caruana/1,125
Peter_Caruana/2,57
Peter_Fitzgerald/0,738
Peter_Gabriel/2,55
Peter_Gabriel/5,113
Peter_Gilmour/2,173
Peter_Goldmark/1,1913
Peter_Goldmark/3,61
Peter_Goldmark/4,974
Peter_Goldmark/5,253
Peter_Greenaway/0,53
Peter_Hartz/2,53
Peter_Hillary/0,61
Peter_Mackay/0,210
Peter_Mackay/4,49
Peter_Max/3,64
Peter_Medgyessy/1,62
Peter_Medgyessy/2,89
Peter_Medgyessy/3,56
Peter_Medgyessy/4,97
Peter_Medgyessy/5,55
Peter_OToole/0,85
Peter_OToole/1,61
Peter_OToole/3,69
Peter_Struck/2,101
Peter_Struck/5,65
Phan_Van_Khai/0,122
Phan_Van_Khai/2,91
Phan_Van_Khai/5,301
Phil_Bredesen/1,93
Phil_Bredesen/4,257
Phil_Donahue/0,77
Phil_Donahue/2,66
Phil_Donahue/3,70
Phil_Donahue/5,99
Phil_Gramm/1,66
Phil_Gramm/2,69
Phil_Gramm/3,73
Phil_Gramm/4,61
Phil_Gramm/5,77
Phil_McGraw/0,57
Phil_McGraw/1,92
Philip_Murtaugh/2,210
Philippe_Gagnon/0,86
Philippe_Gagnon/1,49
Philippe_Gagnon/2,69
Philippe_Gagnon/3,65
Philippe_Noiret/1,61
Philippe_Noiret/3,53
Philippe_Noiret/5,54
Phillipe_Comtois/2,68
Picabo_Street/0,277
Picabo_Street/1,77
Picabo_Street/2,101
Picabo_Street/4,669
Pier_Ferdinando_Casini/1,106
Pier_Ferdinando_Casini/2,57
Pierre_Gagnon/2,88
Pierre_Pettigrew/0,53
Pierre_Pettigrew/1,249
Pierre_Png/1,50
Pierre_Png/5,51
Pilar_Montenegro/0,49
Pilar_Montenegro/1,49
Pilar_Montenegro/2,49
Pilar_Montenegro/5,49
Piotr_Anderszewski/2,133
Piotr_Anderszewski/3,62
Piotr_Anderszewski/5,157
Placido_Domingo/2,61
Porter_Goss/1,57
Portia_de_Rossi/2,69
Prince_Charles/0,63
Prince_Charles/4,85
Prince_Felipe/3,78
Prince_Felipe/4,49
Prince_Harry/1,81
Prince_Harry/2,209
Prince_Harry/4,69
Princess_Anne/0,385
Princess_Anne/4,85
Princess_Diana/3,117
Princess_Stephanie/0,51
Princess_Stephanie/2,197
Princess_Stephanie/4,133
Princess_Stephanie/5,99
Priscilla_Presley/3,183
Priscilla_Presley/5,161
Pupi_Avati/0,365
Pupi_Avati/3,69
Pupi_Avati/5,65
Queen_Noor/1,77
Queen_Noor/3,116
Queen_Noor/5,136
Queen_Rania/1,337
Queen_Rania/3,117
Queen_Rania/5,84
Queen_Silvia/0,133
Rachel_Corrie/0,269
Rachel_Corrie/3,238
Rachel_Hunter/3,61
Rachel_Hunter/4,93
Rachel_Hunter/5,86
Rachel_Leigh_Cook/3,81
Rafidah_Aziz/3,82
Rafidah_Aziz/4,53
Raghad_Saddam_Hussein/1,90
Raja_Zafar-ul-Haq/0,160
Raja_Zafar-ul-Haq/1,369
Raja_Zafar-ul-Haq/2,103
Raja_Zafar-ul-Haq/3,121
Ralph_Fiennes/0,69
Ralph_Friedgen/1,165
Ralph_Friedgen/3,59
Ralph_Klein/0,51
Ralph_Klein/1,59
Ralph_Klein/3,59
Ralph_Nader/0,473
Ralph_Nader/1,124
Rand_Beers/2,750
Rand_Beers/5,98
Randall_Terry/0,237
Randall_Terry/1,160
Randy_Ferbey/0,71
Randy_Ferbey/1,69
Randy_Johnson/1,77
Raoul_Ruiz/5,122
Ray_Lewis/1,141
Ray_Wasden/0,305
Ray_Wasden/1,352
Raza_Rabbani/2,91
Raza_Rabbani/3,113
Raza_Rabbani/5,82
Recep_Tayyip_Erdogan/0,114
Recep_Tayyip_Erdogan/2,65
Recep_Tayyip_Erdogan/4,87
Reese_Witherspoon/0,57
Reese_Witherspoon/1,97
Reese_Witherspoon/4,173
Reggie_Miller/2,87
Reggie_Miller/4,81
Renato_Soru/2,49
Renato_Soru/4,137
Renato_Soru/5,97
Ricardo_Sanchez/2,89
Ricardo_Sanchez/3,105
Ricardo_Sanchez/4,105
Richard_Branson/0,63
Richard_Branson/1,155
Richard_Branson/5,180
Richard_Cohen/0,60
Richard_Cohen/2,687
Richard_Cohen/4,161
Richard_Daley/0,85
Richard_Daley/2,81
Richard_Haass/0,905
Richard_Haass/1,161
Richard_Haass/4,65
Richard_Harris/1,161
Richard_Lugar/0,65
Richard_Lugar/1,53
Richard_Lugar/2,229
Richard_Lugar/4,105
Richard_Lugar/5,302
Richard_Paul_Evans/0,82
Richard_Paul_Evans/2,97
Richard_Paul_Evans/4,873
Richard_Paul_Evans/5,98
Richard_Rodriguez/0,235
Richard_Rodriguez/1,117
Richard_Rodriguez/2,97
Richard_Rodriguez/3,129
Richard_Rodriguez/5,337
Richard_Shelby/0,197
Richard_Shelby/1,206
Richard_Shelby/2,344
Richard_Shelby/3,598
Richard_Shelby/4,485
Rick_Caruso/0,145
Rick_Perry/3,409
Rick_Romley/0,57
Rick_Romley/4,120
Ridley_Scott/1,89
Ridley_Scott/2,69
Ridley_Scott/3,181
Rita_Wilson/0,132
Rita_Wilson/2,89
Rob_Marshall/2,330
Rob_Morrow/3,81
Robbie_Coltrane/0,261
Robbie_Coltrane/1,173
Robbie_Coltrane/2,197
Robbie_Coltrane/3,89
Robbie_Coltrane/5,117
Robbie_Williams/1,165
Robbie_Williams/3,69
Robert_Altman/1,110
Robert_Altman/2,53
Robert_Altman/5,442
Robert_McKee/1,93
Robert_McKee/2,67
Robert_McKee/3,57
Robert_Nardelli/0,145
Robert_Nardelli/1,126
Robert_Nardelli/2,49
Robert_Nardelli/3,49
Robert_Nardelli/4,117
Robert_Nardelli/5,76
Robert_Schuller/2,521
Robert_Schuller/3,65
Robert_Wagner/3,121
Robert_Wiener/1,189
Robert_Woody_Johnson/0,49
Robert_Woody_Johnson/1,389
Roberta_Combs/0,852
Roberto_Benigni/0,72
Roberto_Benigni/1,87
Roberto_Benigni/5,117
Robin_McLaurin_Williams/0,153
Robin_McLaurin_Williams/2,302
Robin_McLaurin_Williams/3,63
Robin_McLaurin_Williams/5,141
Robin_Wagner/1,81
Rocco_Buttiglione/0,833
Rocco_Buttiglione/1,2077
Rocco_Buttiglione/3,291
Rocco_Buttiglione/4,88
Rocco_Buttiglione/5,52
Rodrigo_Borja/0,73
Rodrigo_Borja/4,109
Rodrigo_Borja/5,60
Rodrigo_de_la_Cerna/3,93
Rodrigo_de_la_Cerna/4,85
Roger_Mahony/1,405
Roger_Mahony/5,63
Roger_Suarez/4,85
Romain_Duris/0,121
Romain_Duris/2,441
Roman_Coppola/4,61
Saddam_Hussein/0,65
Saddam_Hussein/1,169
Saddam_Hussein/5,221
Sadie_Frost/1,201
Sadie_Frost/2,57
Sadie_Frost/5,205
Saied_Hadi_al_Mudarissi/0,157
Saied_Hadi_al_Mudarissi/1,69
Saied_Hadi_al_Mudarissi/2,142
Saied_Hadi_al_Mudarissi/3,97
Saied_Hadi_al_Mudarissi/4,117
Sally_Field/0,66
Sally_Field/5,56
Sally_Kirkland/2,73
Sally_Ride/0,59
Sally_Ride/4,73
Sally_Ride/5,66
Salma_Hayek/0,53
Salma_Hayek/1,71
Salma_Hayek/5,176
Salman_Rushdie/1,101
Salman_Rushdie/3,125
Sam_Mendes/5,253
Sam_Torrance/1,83
Sam_Torrance/3,88
Samira_Makhmalbaf/2,83
Sananda_Maitreya/1,48
Sananda_Maitreya/3,57
Sananda_Maitreya/5,73
Sandra_Day_OConner/0,235
Sandra_Milo/0,737
Sandra_Milo/2,189
Sanjay_Gupta/1,80
Sanjay_Gupta/2,209
Sanjay_Gupta/4,74
Saparmurat_Niyazov/2,49
Saparmurat_Niyazov/5,54
Sara_Silverman/1,105
Sara_Silverman/2,81
Sara_Silverman/4,133
Sara_Silverman/5,241
Sarah_Jessica_Parker/5,209
Sarah_Michelle_Gellar/4,93
Sarah_Wynter/0,69
Sarah_Wynter/4,73
Sarah_Wynter/5,61
Sasha_Cohen/2,53
Sasha_Cohen/4,61
Sasha_Cohen/5,85
T_Boone_Pickens/1,91
T_Boone_Pickens/2,103
T_Boone_Pickens/3,311
T_Boone_Pickens/5,205
Tabare_Vazquez/0,106
Tabare_Vazquez/1,69
Tabare_Vazquez/2,129
Takashi_Sorimachi/0,49
Takashi_Yamamoto/1,61
Takeo_Fukui/0,268
Takeo_Fukui/1,57
Takeo_Hiranuma/0,93
Takeo_Hiranuma/1,61
Takeo_Hiranuma/3,297
Takeshi_Kitano/5,65
Talisa_Soto/1,50
Talisa_Soto/3,70
Talisa_Soto/4,69
Tamika_Catchings/4,221
Tanya_Holyk/2,48
Tara_VanDerveer/0,77
Tara_VanDerveer/1,419
Tara_VanDerveer/3,137
Tara_VanDerveer/4,110
Tara_VanDerveer/5,790
Tavis_Smiley/0,114
Tavis_Smiley/2,55
Tavis_Smiley/3,141
Tavis_Smiley/4,61
Tavis_Smiley/5,69
Taylor_Twellman/4,173
Taylor_Twellman/5,515
Ted_Maher/3,129
Ted_Maher/5,157
Ted_Nolan/2,61
Ted_Nolan/3,77
Ted_Nolan/4,72
Ted_Turner/2,173
Ted_Turner/3,67
Ted_Turner/5,181
Ted_Williams/2,129
Teresa_Heinz_Kerry/0,133
Teresa_Heinz_Kerry/1,130
Teresa_Heinz_Kerry/2,62
Teresa_Heinz_Kerry/4,49
Teri_Garr/0,61
Teri_Garr/4,117
Terje_Roed-Larsen/0,89
Terje_Roed-Larsen/2,93
Terje_Roed-Larsen/3,147
Terry_Bradshaw/1,149
Terry_Bradshaw/2,57
Terry_Hoeppner/3,1309
Terry_McAuliffe/2,51
Terry_McAuliffe/4,125
Terry_Semel/2,63
Thaksin_Shinawatra/0,201
Thaksin_Shinawatra/1,189
Thaksin_Shinawatra/3,249
Thalia/3,68
Theodore_Tweed_Roosevelt/0,191
Theodore_Tweed_Roosevelt/1,157
Theresa_Gattung/1,245
Theresa_May/3,977
Theresa_May/4,69
Thomas_Birmingham/0,558
Thomas_Ferguson/0,346
Thomas_Ferguson/1,53
Thomas_Ferguson/2,72
Thomas_Ferguson/5,117
Thomas_Mesereau_Jr/0,169
Thor_Pedersen/2,82
Tia_Mowry/2,239
Tiago_Splitter/0,93
Tian_Liang/1,57
Tian_Liang/2,61
Tian_Zhuang_Zhuang/1,81
Tian_Zhuang_Zhuang/2,57
Tim_Allen/1,73
Tim_Allen/3,101
Tim_Blake_Nelson/4,547
Tim_Curley/1,330
Tim_Curry/2,130
Tim_Howard/0,49
Tim_Howard/1,217
Tim_Howard/3,55
Tim_Pawlenty/0,209
Tim_Pawlenty/3,61
Tim_Pawlenty/4,85
Tim_Pawlenty/5,269
Tim_Robbins/1,53
Tim_Robbins/2,162
Tim_Salmon/0,93
Tim_Welsh/4,108
Timothy_Goebel/0,153
Timothy_Goebel/3,371
Timothy_Goebel/4,85
Timothy_Goebel/5,129
Timothy_Wirth/3,58
Timothy_Wirth/4,77
Tina_Brown/2,201
Tina_Brown/4,94
Tina_Brown/5,85
Tino_Martinez/0,117
Tino_Martinez/1,313
Tirunesh_Dibaba/2,73
Tirunesh_Dibaba/5,57
Tocker_Pudwill/2,121
Todd_Parrott/1,505
Todd_Parrott/2,361
Todd_Parrott/3,657
Todd_Parrott/5,185
Todd_Robbins/0,121
Todd_Robbins/2,85
Todd_Robbins/3,53
Todd_Robbins/4,118
Tom_Coughlin/2,77
Tom_Coughlin/3,107
Tom_Coughlin/5,49
Tom_DeLay/2,65
Tom_DeLay/5,117
Tom_Gamboa/0,169
Tom_Hanks/3,153
Tom_Hanks/4,81
Tom_Hanks/5,185
Tom_Hanusik/0,221
Tom_Izzo/4,97
Tom_Izzo/5,121
Tom_Lantos/0,113
Tom_McClintock/0,95
Tom_OBrien/5,53
Tom_Ridge/2,79
Tom_Ridge/3,74
Tom_Ridge/5,97
Tom_Sizemore/0,114
Tom_Sizemore/1,61
Tom_Sizemore/2,53
Tom_Smothers/0,71
Tom_Smothers/2,49
Tom_Smothers/5,49
Tom_Vilsack/0,53
Tom_Vilsack/3,256
Tom_Vilsack/4,155
Tom_Vilsack/5,53
Tomas_Enge/5,97
Tommy_Amaker/1,61
Tommy_Amaker/5,125
Uday_Hussein/0,81
Uday_Hussein/5,221
Uma_Thurman/3,49
Uma_Thurman/5,89
Vaclav_Klaus/1,357
Vadim_Devyatovskiy/2,153
Valentina_Cervi/3,161
Valentina_Cervi/5,120
Valeri_Bure/2,61
Valerie_Harper/0,73
Valerie_Harper/2,153
Valerie_Harper/3,82
Valerie_Harper/4,55
Valerie_Harper/5,73
Valery_Giscard_dEstaing/4,345
Valery_Giscard_dEstaing/5,130
Vanessa_Incontrada/1,67
Vanessa_Redgrave/0,85
Vanessa_Redgrave/5,57
Vanessa_Williams/2,81
Vanessa_Williams/5,53
Viara_Vike-Freiberga/0,433
Viara_Vike-Freiberga/2,337
Vicki_Zhao_Wei/0,156
Vicki_Zhao_Wei/1,85
Victor_Garber/0,57
Victor_Garber/4,71
Victoria_Beckham/3,49
Vin_Diesel/5,59
Vince_Dooley/0,101
Vince_Gill/0,169
Vincent_Gallo/0,389
Vincent_Gallo/1,105
Vincent_Sombrotto/0,282
Vinnie_Jones/4,74
Viola_Davis/2,115
Vivica_Fox/1,125
Vivica_Fox/2,491
Vivica_Fox/4,65
Vivica_Fox/5,77
Vladimir_Spidla/0,1656
Vladimir_Spidla/5,269
Vojislav_Kostunica/1,53
Vojislav_Kostunica/4,112
Walter_Mondale/2,91
Walter_Mondale/5,77
Warren_Beatty/1,81
Warren_Beatty/3,53
Warren_Beatty/5,96
Warren_Buffett/0,209
Warren_Buffett/2,81
Warren_Buffett/3,85
Warren_Buffett/4,653
Warren_Buffett/5,143
Wayne_Allard/0,133
Wayne_Allard/1,57
Wayne_Allard/2,105
Wayne_Allard/5,119
Wayne_Brady/0,65
Wayne_Newton/1,60
Wayne_Newton/2,65
Wayne_Newton/3,117
Wayne_Newton/4,233
Wen_Jiabao/1,74
Wen_Jiabao/3,69
Wes_Craven/0,346
Wes_Craven/2,2149
Wes_Craven/3,69
Wes_Craven/5,133
Wesley_Clark/0,67
Wesley_Clark/2,193
Wesley_Clark/3,57
Wesley_Clark/4,53
Whoopi_Goldberg/0,69
Whoopi_Goldberg/1,60
Whoopi_Goldberg/4,49
Whoopi_Goldberg/5,49
Will_Ferrell/3,89
Will_Ferrell/4,217
William_Bratton/0,189
William_Delahunt/0,321
William_Delahunt/1,50
William_Delahunt/2,362
William_Delahunt/4,86
William_Donaldson/0,121
William_Donaldson/1,185
William_Donaldson/5,345
William_Ford_Jr/0,65
William_Ford_Jr/3,142
William_Joppy/1,49
William_Macy/3,54
William_Macy/5,108
William_McDonough/0,201
William_McDonough/2,76
William_McDonough/3,56
William_McDonough/4,268
William_Morrow/0,69
William_Overlin/0,189
William_Overlin/2,70
William_Rehnquist/0,269
William_Shatner/0,179
William_Shatner/4,113
Wilma_McNabb/0,49
Win_Aung/3,81
Wolfgang_Clement/2,49
Wolfgang_Clement/3,425
Wolfgang_Schneiderhan/2,73
Wolfgang_Schneiderhan/3,1361
Wolfgang_Schuessel/2,96
Wolfgang_Schuessel/5,67
Wu_Peng/1,241
Xanana_Gusmao/1,97
Xanana_Gusmao/5,721
Ximena_Bohorquez/0,77
Ximena_Bohorquez/1,55
Ximena_Bohorquez/4,89
Yashwant_Sinha/5,104
Yasser_Arafat/0,49
Yasser_Arafat/4,80
Yogi_Berra/1,129
Yolanda_King/1,113
Yolanda_King/4,49
Yolanda_King/5,55
Yoriko_Kawaguchi/1,167
Yossi_Beilin/2,145
Yossi_Beilin/3,409
Yukio_Hatoyama/3,1517
Yuri_Fedotov/2,69
Yuri_Fedotov/3,69
Yuri_Fedotov/4,49
Yuri_Fedotov/5,49
Yuvraj_Singh/0,79
Zalmay_Khalilzad/5,53
Zavad_Zarif/1,601
Zeng_Qinghong/0,117
Zhang_Yimou/0,246
Zhang_Ziyi/1,77
Zhang_Ziyi/2,106
Zhang_Ziyi/4,85
Zhong_Nanshan/0,621
Zhong_Nanshan/1,61
Zhong_Nanshan/5,109
Zhu_Rongji/0,242
Zhu_Rongji/1,52
Zulfiqar_Ahmed/1,61
Zulfiqar_Ahmed/2,57
Zulfiqar_Ahmed/4,113
Zydrunas_Ilgauskas/1,233
